timestamp,levelPlayID,playerId,timePlayed,TotalScore,MapScore,MapScorePercentage,MapSkipped,enemiesKilledPct,HealthBarrelsTaken,PowerUpsTaken,AvgEnemiesAliveOnPowerUpTaken,lootTakenPct,deaths,bowmanTime,knightTime,berserkerTime,bowLightAtk,bowHeavyAtk,bowLightDash,bowHeavyDash,bowDefense,knightLightAtk,knightHeavyAtk,knightLightDash,knightHeavyDash,knightDefense,berserkLightAtk,berserkHeavyAtk,berserkLightDash,berserkHeavyDash,berserkDefense,damageTakenMelee,damageTakenRanged,damageTakenGuardianShield,damageTakenTraps,BowLightAttacksMeleeEnemy,BowHeavyAttacksMeleeEnemy,BowHeavyDashesMeleeEnemy,BowLightAttacksRangedEnemy,BowHeavyAttacksRangedEnemy,BowHeavyDashesRangedEnemy,BowLightAttacksBomberEnemy,BowHeavyAttacksBomberEnemy,BowHeavyDashesBomberEnemy,BowLightAttacksAssassinEnemy,BowHeavyAttacksAssassinEnemy,BowHeavyDashesAssassinEnemy,BowLightAttacksGuardianEnemy,BowHeavyAttacksGuardianEnemy,BowHeavyDashesGuardianEnemy,KnightLightAttacksMeleeEnemy,KnightHeavyAttacksMeleeEnemy,KnightHeavyDashesMeleeEnemy,KnightLightAttacksRangedEnemy,KnightHeavyAttacksRangedEnemy,KnightHeavyDashesRangedEnemy,KnightLightAttacksBomberEnemy,KnightHeavyAttacksBomberEnemy,KnightHeavyDashesBomberEnemy,KnightLightAttacksAssassinEnemy,KnightHeavyAttacksAssassinEnemy,KnightHeavyDashesAssassinEnemy,KnightLightAttacksGuardianEnemy,KnightHeavyAttacksGuardianEnemy,KnightHeavyDashesGuardianEnemy,BerserkerLightAttacksMeleeEnemy,BerserkerHeavyAttacksMeleeEnemy,BerserkerHeavyDashesMeleeEnemy,BerserkerLightAttacksRangedEnemy,BerserkerHeavyAttacksRangedEnemy,BerserkerHeavyDashesRangedEnemy,BerserkerLightAttacksBomberEnemy,BerserkerHeavyAttacksBomberEnemy,BerserkerHeavyDashesBomberEnemy,BerserkerLightAttacksAssassinEnemy,BerserkerHeavyAttacksAssassinEnemy,BerserkerHeavyDashesAssassinEnemy,BerserkerLightAttacksGuardianEnemy,BerserkerHeavyAttacksGuardianEnemy,BerserkerHeavyDashesGuardianEnemy,GeometryBehavior,FurnishingBehaviorSpread,FurnishingBehaviorRatio,EnemyBehaviorRatio,EnemyBehaviorDifficulty,AttackSpeedMultiplier,MovementSpeedMultiplier,DamageMultiplier,FormChangeCount,FormChangeCountInCombat,OptionalRoomPercentage,AverageDistanceToMainPath,AverageDistanceToWall,AverageDistanceToEnemies,BowDefenseToMelee,BowDefenseToRanged,BowDefenseToBomber,BowDefenseToAssasssin,BowDefenseToGuardian,KnightDefenseToMelee,KnightDefenseToRanged,KnightDefenseToBomber,KnightDefenseToAssasssin,KnightDefenseToGuardian,BerserkerDefenseToMelee,BerserkerDefenseToRanged,BerserkerDefenseToBomber,BerserkerDefenseToAssasssin,BerserkerDefenseToGuardian,IsEasy,PowerUpsTakenPercent
5/4/2026 16:49:06,,a337940f472f2f83c15e80db566145fe9e844d0d,190.0001678,1260,1260,420,0,93.75,5,6,13.16666698,91.66666412,0,123.571106,66.42865753,0,99,14,6,2,0,16,12,3,4,0,0,0,0,0,0,15,60,20,35,51,52,0,12,6,0,16,16,2,3,0,0,1,0,2,6,6,3,0,0,0,3,0,3,2,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,47,1,1.599999905,1.100000024,1.149999976,13,12,0,6.96954298,2.967270613,6.839949608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
5/4/2026 16:53:07,,a337940f472f2f83c15e80db566145fe9e844d0d,243.8182373,2290,2290,763.333313,0,100,20,11,16.27272797,89.65517426,0,3.69030714,240.127594,0,1,1,0,0,0,9,86,4,9,0,0,0,0,0,0,20,0,140,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,3,122,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,123,0,2.350000143,1,1.299999952,4,0,0,6.196558475,2.709890127,3.687405586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,
5/4/2026 16:54:24,,a337940f472f2f83c15e80db566145fe9e844d0d,78.44039154,810,810,270,0,44.44444275,29,5,22.39999962,50,0,37.29314423,25.2276001,15.91932487,10,5,5,0,0,7,4,0,1,0,0,0,0,0,8,60,0,0,35,0,0,0,0,0,0,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1.149999976,1.100000024,1.449999928,12,7,0,1.058258533,1.40987289,1.646575809,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,
5/4/2026 16:58:57,,a337940f472f2f83c15e80db566145fe9e844d0d,273.2385559,1970,1970,656.666687,0,90.69767761,43,7,28.8571434,75,0,56.646698,198.9525909,17.64056206,44,2,1,0,0,17,66,0,13,0,7,3,0,0,3,40,140.875,75,60,3,3,0,14,0,0,1,4,0,0,0,0,0,0,0,0,2,0,6,2,12,0,0,0,0,0,0,6,48,34,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,103,1,1.149999976,1.100000024,1.749999881,25,20,0,4.282477379,1.335960388,3.526081324,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,,
5/4/2026 17:00:43,,a337940f472f2f83c15e80db566145fe9e844d0d,105.2394485,1260,1260,420,0,69.04762268,46,3,29.33333397,54.54545593,0,102.7465668,2.492674351,0,20,28,4,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,20,0,1.149999976,1.200000048,1,3,1,0,1.180778623,1.888271213,1.251831651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/4/2026 17:02:44,,a337940f472f2f83c15e80db566145fe9e844d0d,118.9199295,900,900,300,0,80.7692337,51,6,12.83333302,42.30769348,0,114.5062027,4.413919449,0,40,20,7,0,6,2,0,0,0,0,0,0,0,0,0,15,0,0,0,39,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,55,0,1.299999952,1.100000024,1.449999928,4,2,0,2.555562496,2.77197051,0.8223709464,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/4/2026 17:04:43,,a337940f472f2f83c15e80db566145fe9e844d0d,121.7410049,830,830,276.6666565,0,56.25,54,2,22,41.66666794,0,81.46676636,11.81615257,28.4581852,56,8,0,0,5,6,2,0,0,0,7,1,0,1,3,0,0,0,0,22,35,0,6,3,0,7,2,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,7,0,2,47,1,1,1.100000024,1.149999976,11,7,0,2.519332647,2.857281446,0.7958998084,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,,
5/4/2026 17:06:23,,a337940f472f2f83c15e80db566145fe9e844d0d,97.63947296,1220,1220,406.6666565,0,44.44444275,64,6,31,55.17241287,0,11.70035648,85.93897247,0,6,0,1,0,0,7,16,1,6,0,0,0,0,0,0,20,0,165,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,123,0,1.449999928,1.100000024,1.299999952,8,3,0,3.627159357,3.658616781,0.5599660873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,
5/4/2026 17:08:23,,a337940f472f2f83c15e80db566145fe9e844d0d,122.1595459,1020,1020,340,0,66.66666412,74,6,18.66666603,57.1428566,0,57.95993042,26.99828529,37.20186234,15,8,2,0,0,6,3,1,2,0,20,4,0,0,6,80,0,0,40,0,0,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,2,2,0,2,1.149999976,1.100000024,1.599999905,13,10,0,3.32336092,1.49230206,0.8768827319,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,
5/4/2026 17:11:00,,a337940f472f2f83c15e80db566145fe9e844d0d,156.198822,850,850,283.3333435,0,44.1860466,83,5,35.20000076,50,1,43.05014801,99.38777924,13.76071835,8,1,1,0,0,21,22,0,8,1,0,7,0,1,0,15,160,145,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,5,8,0,0,0,0,0,0,7,15,36,0,2,1,1,1,2,0,0,0,0,0,0,1,4,6,0,2,0,103,1,0,0,0,15,13,0,3.2957201,1.215010524,1.129559875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,
5/4/2026 17:13:41,,a337940f472f2f83c15e80db566145fe9e844d0d,161.2607117,1360,1360,453.3333435,0,58.139534,94,5,35.79999924,57.1428566,0,36.03233337,111.4695206,13.75902462,23,0,0,0,0,18,33,0,10,1,0,0,0,0,2,0,118.625,90,20,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,3,8,0,1,2,0,0,0,4,32,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,103,1,1.149999976,1.200000048,1.299999952,12,10,0,4.871625423,1.307616115,0.9227670431,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,,
5/4/2026 17:15:26,,a337940f472f2f83c15e80db566145fe9e844d0d,105.0193634,1260,1260,420,0,69.04762268,98,3,29.33333397,63.63636398,0,103.2598724,1.759494066,0,28,33,1,0,2,0,0,0,0,0,0,0,0,0,0,40,0,0,5,0,0,0,0,0,0,0,0,0,10,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,20,0,1.299999952,1,1.149999976,4,2,0,1.087212086,1.684877038,0.5963695049,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,
5/4/2026 17:17:23,,a337940f472f2f83c15e80db566145fe9e844d0d,117.9992676,870,870,290,0,80.7692337,106,5,14.19999981,50,0,84.00704956,21.73837852,12.25459766,28,15,4,0,9,1,4,0,0,0,4,5,0,0,0,15,0,0,0,30,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,55,0,1.149999976,1.100000024,1.449999928,8,5,0,1.930781603,2.793542624,0.4193661511,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/4/2026 17:19:36,,a337940f472f2f83c15e80db566145fe9e844d0d,134.1796722,830,830,276.6666565,0,56.25,111,2,25,58.33333206,0,78.08907318,37.68614578,18.40453529,43,4,2,1,8,2,9,2,2,0,0,1,0,1,2,0,10,25,0,21,8,0,6,3,0,3,5,0,3,0,0,0,0,0,0,9,4,0,0,0,1,5,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,7,0,2,47,1,1.149999976,1.100000024,1,17,15,0,3.126336575,3.014653444,0.4512064755,20,0,1,0,1,0,0,0,0,0,0,0,0,2,1,,
5/4/2026 17:25:41,,a337940f472f2f83c15e80db566145fe9e844d0d,354.6861267,680,680,226.6666718,0,36.11111069,119,3,36,37.93103409,1,72.01392365,273.730011,8.942167282,28,0,10,7,2,3,25,4,21,8,7,0,3,1,0,20,0,90,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,123,0,0,0,0,13,4,0,4.917376041,1.355014682,1.509076357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,,
5/4/2026 17:26:34,,a337940f472f2f83c15e80db566145fe9e844d0d,52.65261078,240,240,80,0,13.88888931,124,1,36,20.6896553,1,0.0008442035178,52.65177155,0,0,0,0,0,0,0,7,2,5,1,0,0,0,0,0,0,0,75,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,123,0,0,0,0,3,0,0,6.805772781,1.225482345,0.2268967927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
5/4/2026 17:27:27,,a337940f472f2f83c15e80db566145fe9e844d0d,52.44042206,940,940,313.3333435,0,27.77777863,133,6,36,51.72413635,0,0,52.44042206,0,0,0,0,0,0,7,6,1,3,1,0,0,0,0,0,20,0,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,123,0,1.449999928,1.300000072,1,2,0,0,4.110165119,3.806222439,0.152319625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,
5/4/2026 17:28:52,,a337940f472f2f83c15e80db566145fe9e844d0d,85.80014038,720,720,240,0,29.62962914,142,6,26.16666603,53.57143021,0,29.56455612,31.95805931,24.27714348,20,2,0,0,0,0,0,0,0,1,8,1,0,0,9,0,0,0,40,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,2,0,2,1.449999928,1.300000072,1,7,5,0,1.121940613,1.491659999,0.3492882252,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,
5/4/2026 17:31:30,,a337940f472f2f83c15e80db566145fe9e844d0d,158.5403137,1400,1400,466.6666565,0,58.139534,154,5,39.40000153,60.7142868,0,24.70911598,108.2370148,25.59326363,9,1,0,0,0,5,33,3,7,2,0,0,0,0,8,35,110,150,40,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,6,0,0,1,11,0,1,0,0,0,0,3,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,103,1,1.149999976,1.400000095,1,15,11,0,2.395437002,1.732638836,0.4924257994,0,0,0,0,0,0,0,0,0,0,1,2,0,8,18,,
5/5/2026 13:36:30,,e645e155e56c8ca6fe9eb8db3f3004d84f7f780d,284.3551636,1120,1120,373.3333435,0,100,15,10,6.5,96.15384674,0,43.30435181,229.5607147,11.49239635,35,0,0,0,0,84,7,0,0,3,11,0,0,0,0,120,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,55,0,1.449999928,1.500000119,1.299999952,15,7,0,5.972968102,2.330837011,5.006807327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
5/5/2026 13:40:50,,e645e155e56c8ca6fe9eb8db3f3004d84f7f780d,260.0617676,1160,1160,386.6666565,0,77.77777863,29,8,19.5,78.57142639,0,161.4494629,98.60980225,0,132,2,0,0,1,44,0,0,0,0,0,0,0,0,0,120,0,0,125,7,0,0,0,0,0,64,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1.299999952,1.300000072,1.449999928,5,3,0,3.837551594,1.43990624,5.191845417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5/5/2026 13:41:13,,e645e155e56c8ca6fe9eb8db3f3004d84f7f780d,23.4403286,90,90,30,0,4.651162624,31,1,41,10.71428585,1,19.51360893,3.926786184,0,1,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,132.5,10,20,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,103,1,0,0,0,4,2,0,0.8531936407,1.02495873,0.433657676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5/5/2026 13:43:13,,e645e155e56c8ca6fe9eb8db3f3004d84f7f780d,122.0397186,680,680,226.6666718,0,34.8837204,39,3,39.66666794,39.2857132,1,33.04285431,88.99678802,0,11,3,0,0,2,15,35,0,0,1,0,0,0,0,0,0,122.5,75,40,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,103,1,0,0,0,16,10,0,4.785605907,1.388999224,1.949163318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
5/5/2026 13:44:29,,e645e155e56c8ca6fe9eb8db3f3004d84f7f780d,74.3396759,510,510,170,0,23.2558136,45,3,39.66666794,32.1428566,1,0,74.3396759,0,0,0,0,0,0,14,31,0,0,5,0,0,0,0,0,0,160,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,103,1,0,0,0,2,0,0,1.119241476,1.305164218,1.118229032,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,
5/5/2026 16:53:28,,06b188306fe75f4527dbb563a6af5502b762deb1,101.6174393,30,30,10,0,0,1,1,43,7.142857075,1,0,101.6174393,0,0,0,0,0,0,5,2,3,0,1,0,0,0,0,0,0,110,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,103,1,0,0,0,1,0,0,2.21202898,1.84139514,11.5415163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5/14/2026 11:33:28,,7ac19a6f06dfc31e916d72753c8328e7b34c8bd9,1.781377316,0,0,0,1,0,0,0,0,0,0,0,1.781377316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,55,0,0,0,0,1,0,0,0,0.6603311896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5/18/2026 18:08:18,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,117.1783218,1110,1110,370,0,60.46511459,11,4,35,53.57143021,1,0.5032758117,76.93604279,39.73947525,0,0,0,0,0,6,36,14,7,0,38,9,5,3,1,0,190,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,2,34,30,7,0,0,3,4,3,0,0,2,0,0,0,14,9,9,0,2,0,103,1,0,0,0,8,5,0,2.38981986,1.560143828,10.82572269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,
5/18/2026 18:11:03,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,158.7408295,1590,1590,530,0,69.7674408,21,5,33.20000076,53.57143021,0,2.368365288,59.45352554,96.91870117,1,0,1,0,1,3,21,11,4,0,77,23,9,7,1,35,120,75,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,19,13,9,3,1,11,8,9,0,0,0,0,0,0,26,17,24,0,2,0,103,1,1.149999976,1.300000072,1.149999976,14,11,0,1.659324646,1.620146036,5.200312614,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,
5/18/2026 18:12:46,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,102.6998444,890,890,296.6666565,0,59.375,26,3,21.66666603,66.66666412,0,48.4981575,16.14500809,38.05643845,38,6,4,0,0,2,7,1,1,0,23,6,3,2,2,15,30,5,5,8,18,0,6,0,0,8,9,0,0,0,0,0,0,0,2,4,0,0,0,0,0,2,2,1,0,0,0,2,3,12,8,3,0,2,2,1,1,0,0,0,0,0,0,0,7,0,2,47,1,1.299999952,1,1.149999976,10,6,0,4.096497059,3.192299843,2.39928627,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,
5/18/2026 18:14:06,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,80.96034241,900,900,300,0,80.7692337,36,6,12.66666698,61.53845978,0,5.783264637,44.72612381,30.45040894,9,0,0,0,1,6,13,8,0,0,12,17,2,1,1,90,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,2,0,0,0,0,0,0,0,0,0,0,0,0,9,29,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,55,0,1,1.300000072,1.449999928,11,8,0,3.792162895,2.895820141,1.140404344,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5/18/2026 18:15:51,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,102.5403519,930,930,310,0,55.55555725,47,6,20.5,60.7142868,0,0,1.733341813,100.8068848,0,0,0,0,0,0,0,0,0,0,106,1,12,1,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,0,2,2,0,2,1.149999976,1.200000048,1.449999928,3,1,0,2.238393784,1.692477345,1.73684299,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,
5/18/2026 18:17:31,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,101.3997879,1260,1260,420,0,69.04762268,51,3,31.66666603,63.63636398,0,88.60626984,4.288387299,8.504753113,103,4,10,0,3,2,1,0,0,0,4,6,1,0,0,100,0,0,20,0,0,0,0,0,0,0,0,0,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,1,20,0,1.149999976,1.100000024,1.149999976,9,7,0,1.048617005,1.995614886,1.39102006,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,
5/18/2026 18:18:39,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,68.79956818,1190,1190,396.6666565,0,44.44444275,61,5,27.79999924,51.72413635,0,0,60.11430359,8.685394287,0,0,0,0,0,6,25,9,4,0,8,0,3,1,0,20,0,105,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,38,29,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,9,2,2,123,0,1.149999976,1.200000048,1.299999952,6,4,0,2.728532076,2.833085537,0.6028065681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,
5/18/2026 18:25:20,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,72.85975647,1190,1190,396.6666565,0,44.44444275,11,5,28,55.17241287,0,0,70.49893951,2.360708475,0,0,0,0,0,2,32,12,6,0,6,0,0,0,0,0,0,145,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,51,49,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,2,2,123,0,1.149999976,1.300000072,1.149999976,3,2,0,3.162701845,2.985419273,6.197474957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,
5/18/2026 18:26:34,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,74.81945038,760,760,253.3333282,0,41.860466,17,3,38.66666794,32.1428566,1,0,5.820469379,68.99884796,0,0,0,0,0,2,1,1,0,0,62,17,13,8,1,15,80,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,1,2,3,4,12,0,0,0,0,0,0,27,12,28,0,2,0,103,1,0,0,0,3,0,0,2.362178802,1.425949812,5.248609066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5/18/2026 18:28:01,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,86.29986572,820,820,273.3333435,0,39.53488541,26,6,34.83333206,53.57143021,1,0,9.225893021,77.07397461,0,0,0,0,0,0,4,1,1,0,29,33,15,6,0,35,50,105,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,1,4,1,2,5,8,0,2,0,0,0,0,19,21,16,0,2,0,103,1,0,0,0,8,6,0,4.045954227,1.603397608,4.1323843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
5/18/2026 18:28:27,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,26.64090729,200,200,66.66666412,0,9.302325249,28,2,40.5,14.28571415,1,0,2.685402632,23.95555115,0,0,0,0,0,1,1,0,0,0,30,1,6,2,0,15,70,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,3,0,0,0,0,0,0,9,1,4,0,2,0,103,1,0,0,0,4,2,0,1.026946545,1.398680806,1.07950592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
5/18/2026 18:30:49,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,141.9009094,1640,1640,546.666687,0,72.09302521,40,6,29.66666603,64.2857132,0,6.488952637,108.4677429,26.94388771,10,1,1,0,0,8,47,12,8,0,35,6,6,2,0,0,150,90,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,6,0,1,2,0,0,0,5,34,34,0,0,0,3,3,3,0,0,0,0,0,0,19,5,6,0,2,0,103,1,1.449999928,1,1.449999928,16,11,0,2.641563654,1.625712633,3.590911865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,
5/18/2026 18:32:57,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,122.8386459,1260,1260,420,0,69.04762268,44,3,31.33333397,63.63636398,0,120.278717,1.696123481,0.8639061451,126,4,18,0,16,0,0,0,0,0,0,0,0,0,0,80,0,0,40,0,0,0,0,0,0,0,0,0,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,20,0,1.149999976,1.200000048,1,6,4,0,1.560559273,2.138240337,2.211033106,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,
5/18/2026 18:34:18,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,79.93920135,830,830,276.6666565,0,56.25,49,2,23,58.33333206,0,40.64291,18.33564949,20.96144104,45,5,2,0,0,3,9,3,0,0,10,2,3,1,1,45,10,0,20,18,14,0,5,1,0,6,8,0,0,0,0,0,0,0,9,8,0,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,3,0,0,0,1,2,0,0,0,0,1,3,7,0,2,47,1,1.149999976,1.100000024,1,8,5,0,2.769727707,3.171879292,1.084112287,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
5/18/2026 18:35:43,,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,89.34152985,870,870,290,0,80.7692337,56,5,15,46.15384674,0,32.31240845,26.75744629,30.27157593,22,5,1,0,2,8,13,2,0,0,24,12,1,2,1,45,0,0,5,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,1,0,0,0,0,0,0,0,0,0,0,0,0,16,19,10,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,55,0,1.299999952,1.300000072,1,10,8,0,1.278104544,2.388881445,0.8352326155,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
