timestamp,levelPlayID,playerId,timePlayed,TotalScore,MapScore,MapScorePercentage,enemiesKilledPct,HealthBarrelsTaken,PowerUpsTaken,AvgEnemiesAliveOnPowerUpTaken,lootTakenPct,deaths,bowmanTime,knightTime,berserkerTime,bowLightAtk,bowHeavyAtk,bowLightDash,bowHeavyDash,bowDefense,knightLightAtk,knightHeavyAtk,knightLightDash,knightHeavyDash,knightDefense,berserkLightAtk,berserkHeavyAtk,berserkLightDash,berserkHeavyDash,berserkDefense,damageTakenMelee,damageTakenRanged,damageTakenGuardianShield,damageTakenTraps,BowLightAttacksMeleeEnemy,BowHeavyAttacksMeleeEnemy,BowHeavyDashesMeleeEnemy,BowLightAttacksRangedEnemy,BowHeavyAttacksRangedEnemy,BowHeavyDashesRangedEnemy,BowLightAttacksBomberEnemy,BowHeavyAttacksBomberEnemy,BowHeavyDashesBomberEnemy,BowLightAttacksAssassinEnemy,BowHeavyAttacksAssassinEnemy,BowHeavyDashesAssassinEnemy,BowLightAttacksGuardianEnemy,BowHeavyAttacksGuardianEnemy,BowHeavyDashesGuardianEnemy,KnightLightAttacksMeleeEnemy,KnightHeavyAttacksMeleeEnemy,KnightHeavyDashesMeleeEnemy,KnightLightAttacksRangedEnemy,KnightHeavyAttacksRangedEnemy,KnightHeavyDashesRangedEnemy,KnightLightAttacksBomberEnemy,KnightHeavyAttacksBomberEnemy,KnightHeavyDashesBomberEnemy,KnightLightAttacksAssassinEnemy,KnightHeavyAttacksAssassinEnemy,KnightHeavyDashesAssassinEnemy,KnightLightAttacksGuardianEnemy,KnightHeavyAttacksGuardianEnemy,KnightHeavyDashesGuardianEnemy,BerserkerLightAttacksMeleeEnemy,BerserkerHeavyAttacksMeleeEnemy,BerserkerHeavyDashesMeleeEnemy,BerserkerLightAttacksRangedEnemy,BerserkerHeavyAttacksRangedEnemy,BerserkerHeavyDashesRangedEnemy,BerserkerLightAttacksBomberEnemy,BerserkerHeavyAttacksBomberEnemy,BerserkerHeavyDashesBomberEnemy,BerserkerLightAttacksAssassinEnemy,BerserkerHeavyAttacksAssassinEnemy,BerserkerHeavyDashesAssassinEnemy,BerserkerLightAttacksGuardianEnemy,BerserkerHeavyAttacksGuardianEnemy,BerserkerHeavyDashesGuardianEnemy,GeometryBehavior,FurnishingBehaviorSpread,FurnishingBehaviorRatio,EnemyBehaviorRatio,EnemyBehaviorDifficulty,AttackSpeedMultiplier,MovementSpeedMultiplier,DamageMultiplier,FormChangeCount,FormChangeCountInCombat,OptionalRoomPercentage,AverageDistanceToMainPath,AverageDistanceToWall,AverageDistanceToEnemies,BowDefenseToMelee,BowDefenseToRanged,BowDefenseToBomber,BowDefenseToAssasssin,BowDefenseToGuardian,KnightDefenseToMelee,KnightDefenseToRanged,KnightDefenseToBomber,KnightDefenseToAssasssin,KnightDefenseToGuardian,BerserkerDefenseToMelee,BerserkerDefenseToRanged,BerserkerDefenseToBomber,BerserkerDefenseToAssasssin,BerserkerDefenseToGuardian,POTakePct,HPTakePct,AvgEneAliveOnPOTakePct
3/11/2026 19:59:56,,acd6748b16be8befc8dde0dfd1c6435977668611,71.04012299,2910,980,76.5625,50,14,16,10.75,63.33333206,0,19.83135223,49.92499161,1.284100652,15,0,0,0,2,25,0,0,4,2,0,0,0,0,0,0,112.75,35,10,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,2,1.899999857,1.400000095,1.899999857,7,4,0,3.956946135,3.054336071,2.461599827,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,76.19047619,33.33333333,89.58333333
3/11/2026 20:13:15,,0d2fe49801ff1425da31c346ef3e2c481998a480,139.7404175,3350,1250,97.65625,100,11,19,9,83.33333588,0,94.68002319,44.15582275,0.9039697647,93,0,0,2,7,14,5,0,2,4,0,0,0,0,0,0,152,10,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,2,1.899999857,1.800000191,1.749999881,5,1,100,8.446522713,3.610980988,1.740229249,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,90.47619048,66.66666667,75
3/11/2026 20:14:16,,001498f3b9735fac297f30283631bd37e5e47dd2,95.70055389,4850,1310,102.34375,100,9,21,8.904762268,100,0,77.74030304,17.96042442,0,71,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,2,2.500000238,1.700000167,1.599999905,2,2,100,8.320345879,2.832966089,1.108607888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,74.20635223
3/11/2026 20:32:18,,0d2fe49801ff1425da31c346ef3e2c481998a480,138.740097,2460,1310,102.34375,100,9,21,9.761904716,100,0,0,50.78687286,87.95307159,0,0,0,0,0,52,1,0,3,4,50,8,1,0,2,0,190,40,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,10,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,3,3,1,5,2,2.200000048,1.700000167,1.899999857,1,0,100,9.104130745,3.370177269,0.5402240753,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,100,100,81.34920597
3/11/2026 20:34:46,,a337940f472f2f83c15e80db566145fe9e844d0d,103.8204498,6760,1310,102.34375,100,9,21,10,100,0,64.49614716,0.5760121942,38.74827957,43,0,1,2,0,0,0,0,0,0,21,3,2,2,1,0,110,20,40,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,0,4,3,3,1,5,2,1.749999881,1.800000191,2.200000048,6,5,100,7.461843014,3.258965492,0.4984342456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,83.33333333
3/11/2026 20:45:57,,a337940f472f2f83c15e80db566145fe9e844d0d,92.78216553,6050,1310,102.34375,100,9,21,9.190476418,100,0,0,92.78216553,0,0,0,0,0,0,12,20,7,0,1,0,0,0,0,0,0,120,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,2,2.800000429,1.300000072,1.899999857,0,0,100,7.883590221,3.422157288,0.3139895797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,100,76.58730348
3/11/2026 20:52:04,,73c1cf26c9e39aa883150192665195bf061e2bef,50.21913528,3430,890,69.53125,50,17,13,11.53846169,53.33333206,0,6.496460915,0.01078979671,43.71205521,0,2,0,1,0,0,0,0,0,0,0,18,2,0,0,0,128,25,15,0,0,0,0,2,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,3,3,1,5,2,1.749999881,1.300000072,1.749999881,3,3,0,2.814077616,3.20426774,0.6390976906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9047619,33.33333333,96.15384738
3/11/2026 20:58:32,,73c1cf26c9e39aa883150192665195bf061e2bef,40.0798378,2390,920,71.875,41.66666794,15,15,11.86666679,56.66666794,0,0,0,40.0798378,0,0,0,0,0,0,0,0,0,0,3,23,1,0,0,0,80,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,3,3,1,5,2,1.449999928,1.700000167,1.749999881,0,0,0,3.772125006,2.922830105,0.2951501012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,22.22222222,98.88888995
3/11/2026 21:02:16,,73c1cf26c9e39aa883150192665195bf061e2bef,33.6799202,2510,950,74.21875,50,15,15,10.73333359,56.66666794,0,0,0,33.6799202,0,0,0,0,0,0,0,0,0,0,5,22,0,1,1,0,90,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,8,0,3,3,1,5,2,1.749999881,1.300000072,2.049999952,0,0,0,3.899538755,3.104759932,0.200610131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.42857143,22.22222222,89.44444656
3/11/2026 21:29:39,,bba0d2654a69a22340cc970a6ec9106055f2abbb,57.62104416,1890,710,55.46875,50,23,7,10.14285755,33.33333206,0,0,57.62104416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,5,2,1.599999905,1.200000048,1.149999976,0,0,0,2.785935402,3.03157568,0.8005290031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.33333333,33.33333333,84.52381293
3/12/2026 9:32:20,r3oh9NpbZs,06ff48572547bf12bd40561cc5d6f926c19fcaf4,57.23375702,5480,1130,88.28125,58.33333206,10,20,11.05000019,80,0,24.56646347,1.449999332,31.21748734,7,0,9,0,0,0,0,0,1,0,25,1,1,0,0,0,50,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,11,1,1,3,3,1,5,2,1.749999881,1.800000191,2.049999952,6,5,0,5.735753536,3.531395912,0.4577507973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.23809524,44.44444444,92.08333492
3/12/2026 9:59:07,EtYHLFAok2,06ff48572547bf12bd40561cc5d6f926c19fcaf4,56.25121689,17670,980,76.5625,50,14,16,11.3125,63.33333206,0,36.7015152,2.749998093,16.79991531,10,5,13,0,0,0,0,0,1,0,5,1,6,0,0,0,60,5,20,0,0,0,9,2,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,3,1,5,2,2.049999952,1.500000119,1.599999905,9,8,0,3.527023315,3.72307086,0.1808167845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76.19047619,33.33333333,94.27083333
3/12/2026 20:47:20,,e41779a9e75c1e3caf62a0b103db74f908610dc5,100.8006821,6420,1310,102.34375,100,9,21,9.095237732,100,0,0,0,100.8006821,0,0,0,0,0,0,0,0,0,0,29,13,11,0,0,0,100,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,13,2,0,3,3,1,5,2,2.200000048,1.800000191,1.749999881,0,0,100,9.032017708,3.248807669,0.4148412049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,75.79364777
3/11/2026 19:34:22,7PTH2DxSKj,ae8fbea3c9e4b88052ecb444da7e988c11219a4a,94.27508545,2440,1550,90.1162796,95.45454407,6,24,10,96.66666412,0,2.316665173,71.55356598,20.39986038,3,0,0,0,0,19,17,9,0,0,39,1,1,0,4,40,20,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,19,1,1,2,0,2,1,0,4,3,2,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,44,1,2.200000048,2.000000238,1.899999857,7,6,100,11.18054104,3.085447073,2.327289581,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,100,83.33333333,45.45454545
3/11/2026 19:37:30,,06ff48572547bf12bd40561cc5d6f926c19fcaf4,27.34061432,570,570,33.139534,14.81481457,25,5,27,20,0,16.99694061,0,10.3436203,7,2,7,0,0,0,0,0,0,0,0,0,12,0,0,0,50,0,0,0,0,0,6,3,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,44,1,1.299999952,1.200000048,1.149999976,2,2,0,2.373194218,2.925811768,5.066910744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83333333,16.66666667,122.7272727
3/11/2026 19:45:59,X4lgwvafYV,06ff48572547bf12bd40561cc5d6f926c19fcaf4,29.82067871,570,570,33.139534,9.090909004,23,7,22,26.66666603,0,8.13338089,0,21.68746948,0,3,1,0,0,0,0,0,0,0,0,2,13,0,0,10,10,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,44,1,1.599999905,1.100000024,1.299999952,4,4,0,2.332721949,2.966136694,0.8978196383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,16.66666667,100
3/11/2026 19:58:45,,acd6748b16be8befc8dde0dfd1c6435977668611,84.85947418,1930,1070,62.20930099,50,14,16,16.625,60,0,18.37045288,59.83969498,6.649159431,19,0,1,0,3,22,3,2,5,1,8,0,0,0,2,40,30,0,0,7,0,0,2,0,0,0,0,0,4,0,0,0,0,0,10,2,6,1,0,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,2,0,44,1,1.749999881,1.400000095,2.049999952,10,9,0,4.498726368,3.23293376,3.218013048,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,66.66666667,33.33333333,75.56818182
3/11/2026 20:09:43,,001498f3b9735fac297f30283631bd37e5e47dd2,269.6590881,2560,1580,91.860466,100,6,24,13.33333302,100,0,256.8578796,5.164168358,7.637131691,149,4,7,10,7,0,0,0,1,1,13,0,0,0,1,0,0,0,35,57,3,0,6,0,0,8,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,44,1,2.049999952,2.000000238,2.049999952,9,3,100,14.14067268,3.453362942,4.655795097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,60.60605916
3/11/2026 20:20:24,,fd2eaf3136fac08e6700d6dd68069251f24c50fa,144.1409607,2560,1580,91.860466,100,6,24,10.08333302,100,0,21.46452332,0,122.6760101,32,0,0,0,0,0,0,0,0,0,129,8,1,2,2,50,50,0,40,14,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,2,5,0,0,8,0,0,8,0,0,0,0,0,4,2,0,44,1,2.200000048,1.800000191,2.200000048,2,2,100,11.42388439,3.194502115,2.836384296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,45.83333189
3/11/2026 20:25:21,O0yo0H1iOg,06ff48572547bf12bd40561cc5d6f926c19fcaf4,89.12337494,2230,1280,74.41860199,81.8181839,12,18,16,73.33333588,0,50.13274002,0,38.98505402,14,4,18,2,1,0,0,0,0,0,15,3,17,3,0,60,30,0,0,17,6,6,6,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10,0,0,0,2,0,1,2,0,2,0,0,0,4,2,0,44,1,1.749999881,1.500000119,2.200000048,9,8,50,7.396494865,3.047230959,1.765083194,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,66.66666667,72.72727273
3/11/2026 20:26:01,,ef8e579cb1a16a70de2ad7b7b18756c76ff7b026,69.28023529,1020,1020,59.3023262,40.90909195,14,16,18.125,60,1,0,0,69.28023529,0,0,0,0,0,0,0,0,0,0,73,1,4,3,0,50,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,2,0,1,7,0,2,7,0,1,0,0,0,4,2,0,44,1,1.749999881,1.600000143,1.749999881,0,0,0,6.529518127,3.557025671,1.004556298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,82.38636364
3/11/2026 20:27:42,dFpAXUI5cR,06ff48572547bf12bd40561cc5d6f926c19fcaf4,78.01885223,1280,1280,74.41860199,81.8181839,12,18,14.11111069,76.66666412,1,29.54972076,12.44998169,36.01628876,15,7,6,0,0,5,0,0,1,1,1,7,16,1,0,60,50,0,0,3,18,0,2,0,0,2,4,0,3,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,21,7,0,2,2,0,0,0,0,1,0,0,0,0,4,2,0,44,1,1.749999881,1.900000215,1.599999905,14,13,50,8.155638695,4.087125778,1.063476086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,83.33333333,64.14141221
3/11/2026 20:28:05,,fd2eaf3136fac08e6700d6dd68069251f24c50fa,71.67801666,740,740,43.02325439,45.45454407,24,6,16.33333397,20,1,54.7854538,0.6340609193,16.25860786,2,15,3,4,3,1,0,0,0,0,16,0,1,0,1,40,20,0,10,1,18,0,0,6,0,0,8,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,44,1,1.149999976,1.300000072,1.299999952,2,2,0,6.212504387,3.662087917,0.74363029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,74.24242713
3/11/2026 20:30:08,8QioKc0pQV,06ff48572547bf12bd40561cc5d6f926c19fcaf4,66.68309784,990,990,57.5581398,59.09090805,18,12,15.83333302,43.33333206,1,41.93286514,0,24.74979401,13,9,11,0,0,0,0,0,0,0,12,2,5,2,0,50,20,0,0,17,17,0,1,2,0,2,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,4,2,0,44,1,1.749999881,1.400000095,1.449999928,5,5,0,2.728211403,3.079072952,0.7154972553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16.66666667,71.96969552
3/11/2026 20:31:47,9Su4IDL9MQ,06ff48572547bf12bd40561cc5d6f926c19fcaf4,28.03307724,660,660,38.3720932,4.545454502,19,11,22,40,1,14.56661606,0,13.46663284,5,4,0,0,0,0,0,0,0,0,0,0,3,0,1,10,10,0,0,3,3,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,44,1,1.749999881,1.400000095,1.299999952,3,3,0,3.411412716,3.176535845,0.3317714036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,16.66666667,100
3/11/2026 20:31:51,,ef8e579cb1a16a70de2ad7b7b18756c76ff7b026,102.3214111,1340,1340,77.90697479,81.8181839,10,20,14.14999962,80,2,0,6.899463654,95.42266846,0,0,0,0,0,4,1,1,0,1,124,3,5,3,2,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,1,8,7,0,0,10,0,0,10,0,1,0,0,0,4,2,0,44,1,2.500000238,1.600000143,1.599999905,2,2,50,11.30857658,3.044725657,0.8350454569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,66.66666667,64.31818008
3/11/2026 20:34:31,,fd2eaf3136fac08e6700d6dd68069251f24c50fa,99.0613327,1340,1340,77.90697479,86.36363983,11,19,11.73684216,76.66666412,1,0,99.0613327,0,0,0,0,0,0,12,31,0,1,5,0,0,0,0,0,70,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,3,0,0,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,44,1,1.899999857,1.400000095,2.350000143,0,0,50,9.041275978,3.154392481,0.5887743831,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,79.16666667,66.66666667,53.34928252
3/11/2026 20:44:40,,73c1cf26c9e39aa883150192665195bf061e2bef,124.4196854,2350,1490,86.6279068,100,9,21,9.666666985,86.66666412,0,33.72000885,11.92942619,78.77060699,31,7,1,0,1,11,2,0,0,1,24,27,2,0,3,90,70,0,10,0,20,0,0,2,0,5,3,0,1,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9,21,0,3,2,0,0,0,0,0,10,0,0,0,0,4,2,0,44,1,2.200000048,1.600000143,2.049999952,13,9,100,11.53385353,3.506282091,3.189276218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,83.33333333,43.93939538
3/11/2026 20:47:46,,73c1cf26c9e39aa883150192665195bf061e2bef,81.01944733,1340,1340,77.90697479,81.8181839,10,20,13.55000019,83.33333588,1,41.55487442,0.8714082837,38.59318542,17,6,1,0,1,2,0,0,0,0,0,24,0,0,1,50,20,0,25,4,23,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,0,0,4,0,0,3,0,0,0,0,4,2,0,44,1,1.749999881,1.700000167,2.200000048,2,1,50,11.10431576,2.918499708,1.008874655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,83.33333333,61.59090996
3/11/2026 20:49:50,,73c1cf26c9e39aa883150192665195bf061e2bef,55.7207489,1120,1120,65.1162796,68.1818161,15,15,17.13333321,63.33333206,1,0,0,55.7207489,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,20,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,4,0,0,8,0,0,6,0,0,0,0,4,2,0,44,1,1.599999905,1.900000215,1.299999952,0,0,50,9.601676941,3.474596024,0.7358051538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,66.66666667,77.8787873
3/11/2026 20:57:07,,73c1cf26c9e39aa883150192665195bf061e2bef,28.74107552,630,630,36.6279068,18.18181801,23,7,22,26.66666603,1,0,0,28.74107552,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,30,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,3,0,5,2,0,0,0,0,4,2,0,44,1,1.299999952,1.200000048,1.449999928,0,0,0,1.834156513,2.759651899,0.2620687783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,16.66666667,100
3/11/2026 21:00:15,,73c1cf26c9e39aa883150192665195bf061e2bef,32.59991837,650,650,37.79069901,27.27272797,24,6,18.33333397,23.33333397,1,23.29499817,5.56244278,3.742463112,4,9,0,0,0,2,1,0,0,0,1,2,0,0,0,60,0,0,0,3,5,0,0,3,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,44,1,1.449999928,1.200000048,1.149999976,4,4,0,0.9840666652,2.642236233,0.2004033178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16.66666667,83.33333622
3/12/2026 10:54:49,,e967dc9b7177e4abf497f68b06561fcdd3fb0ebd,88.15901184,2020,1100,63.9534874,72.72727203,16,14,14.71428585,60,0,15.66901875,16.69140816,55.79885864,21,2,0,0,0,2,4,0,0,0,9,22,0,0,0,0,40,0,0,11,0,0,1,2,0,3,1,0,0,0,0,0,0,0,4,3,0,0,1,0,1,0,0,1,0,0,0,0,0,4,16,0,1,1,0,0,0,0,0,1,0,0,0,0,4,2,0,44,1,1.899999857,1.400000095,1.599999905,9,8,50,10.18361378,3.521068811,4.020857334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,66.66666667,66.8831175
3/12/2026 11:15:06,AOi67ZUH3W,5953ebc01c53dc47066142b416c932f7e8a07982,76.87662506,1900,1070,62.20930099,50,14,16,17.125,60,0,0,0,76.87662506,0,0,0,0,0,0,0,0,0,0,50,13,12,3,3,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,1,3,0,2,6,1,3,6,3,0,0,0,0,4,2,0,44,1,2.650000334,1.400000095,1.149999976,0,0,0,5.825206757,3.391909599,2.311775684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,33.33333333,77.84090909
3/12/2026 11:18:14,kyulVmNz7N,e967dc9b7177e4abf497f68b06561fcdd3fb0ebd,82.09196472,1970,1110,64.53488159,59.09090805,14,16,15.8125,56.66666794,0,2.066665411,24.23313522,55.78822708,0,1,0,0,0,2,8,0,0,0,6,27,2,4,0,20,20,0,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,24,3,0,1,1,0,0,0,0,2,2,0,0,0,4,2,0,44,1,2.049999952,1.600000143,1.449999928,2,2,0,5.248057842,3.055378199,1.304306388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,16.66666667,71.875
3/12/2026 11:19:51,OiPmO4yAxh,5953ebc01c53dc47066142b416c932f7e8a07982,63.74919891,960,960,55.8139534,45.45454407,17,13,17.53846169,50,1,5.333347797,0.849999845,57.56595993,0,1,0,0,0,0,0,0,0,0,33,12,5,1,5,40,40,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,0,1,0,6,2,0,6,4,0,0,0,0,4,2,0,44,1,1.899999857,1.300000072,1.599999905,5,5,0,4.333023071,3.959375858,0.8237938881,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,54.16666667,33.33333333,79.72028039
3/12/2026 11:25:09,p666r7Pbas,5953ebc01c53dc47066142b416c932f7e8a07982,60.36591721,900,900,52.3255806,36.36363602,17,13,17.38461494,50,1,0,0,60.36591721,0,0,0,0,0,0,0,0,0,0,46,14,11,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,3,1,0,6,1,0,6,2,0,0,0,0,4,2,0,44,1,1,1.600000143,2.049999952,0,0,0,4.02445507,3.905889988,0.4616420567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.16666667,33.33333333,79.02097702
3/12/2026 11:26:51,cNnAdHZz1Z,e967dc9b7177e4abf497f68b06561fcdd3fb0ebd,217.0911102,1370,1370,79.65116119,81.8181839,9,21,12.61904716,86.66666412,1,217.0911102,0,0,118,17,5,0,1,0,0,0,0,0,0,0,0,0,0,10,40,0,0,25,34,0,2,4,0,1,8,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,44,1,2.049999952,1.600000143,2.200000048,0,0,50,9.331241608,3.476857901,0.9919667244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,83.33333333,57.3593053
