iterations, archive avg enemy fitness, archive avg total fitness, avg delta total fitness, elites total, elites enemFitness above 0.8
500, 0,7170113, 2,554524, 0,07855032, 37, 6
999, 0,7285429, 2,566056, 0,04266667, 37, 6
1000, 0,7285429, 2,566056, 0, 37, 6
1500, 0,7328672, 2,57038, 0,05333328, 37, 6
2000, 0,7328672, 2,57038, 0, 37, 6
2500, 0,7350293, 2,572542, 0,03999996, 37, 6
