iterations, archive avg furnish fitness, archive avg total fitness, avg delta total fitness, elites total, elites furnFitness above 0.8
500, 0,8968844, 1,820432, 0,02036688, 7, 7
999, 0,9091022, 1,83265, 0,007774916, 7, 7
