iterations, archive avg geometry fitness, archive avg total fitness, avg delta total fitness, elites total, elites geoFitness above 0.8
500, 0,9144451, 0,9144451, 0,02431969, 4, 4
999, 0,9309462, 0,9309462, 0,01320087, 4, 4
